Produktnr.;Produktnavn;Varegruppe;Varegruppenavn;Original_nummer;i_nettbutikk
18-142420;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"2223300902, A2223300902, A2223306700, 2223306700,";ja
18-142430;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"4633307601, A4633307601, A4633300802, 4633300802,";ja
18-142440;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"1673301301, 1673308601, A1673301301, A1673308601,";ja
18-142450;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"1673301501, 1673308801, A1673301501, A1673308801,";ja
18-142460;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"1673301701, 1673309001, A1673301701, A1673309001,";ja
18-142470;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"A2053308406, 2053303806, A2053303806, 2053308406,";ja
18-142501;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;"A2203300101, 2203300101,";ja
18-143010;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;;ja
18-143011;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"6383342334, A6383342334,";ja
18-143020;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;;ja
18-143021;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"6383340534, 6383340634, 6383341634, 6383341734, A6383340534, A6383340634, A6383341634, A6383341734,";ja
18-143040;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"6313300236, 6313300335, 6313300501, 6313300701, 6313301301, 6313370010, A6313300236, A6313300335, A6313300501, A6313300701, A6313301301, A6313370010,";ja
18-143050;"Drivaksel til Ssangyong, Daewoo, Foran, Venstre & Høyre";1010;Drivaksel;4130005402;ja
18-143061;"Drivaksel til Ssangyong, Foran, Venstre & Høyre";1010;Drivaksel;4130021104;ja
18-143091;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"1633500110, 1633500210, A1633500110, A1633500210,";ja
18-143100;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"1073500410, 1073502710, 1073502810, 1073503310, 1073504310, 1263502410, A1073500410, A1073502710, A1073502810, A1073503310, A1073504310, A1263502410,";ja
18-143131;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"9013300001, A9013300001,";ja
18-143140;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"6393300201, 9063300001, 9063300201, A6393300201, A9063300001, A9063300201,";ja
18-143161;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2033501610, 2033502610, 2033503056, 2033503256, 2093500410, A2033501610, A2033502610, A2033503056, A2033503256, A2093500410,";ja
18-143170;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2053500109, 2053500500, A2053500109, A2053500500,";ja
18-143180;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2053501809, 2053507001, A2053501809, A2053507001, A2053506714, 2053506714,";ja
18-143191;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2053502709, 2113500156, 2113500816, A2053502709, A2113500156, A2113500816,";ja
18-143200;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"6393300801, A6393300801,";ja
18-143210;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"1293500001, 1293504110, A1293500001, A1293504110,";ja
18-143220;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"1073504510, 1073505310, A1073504510, A1073505310,";ja
18-143231;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2123501810, 2123502110, 2123502510, A2123501810, A2123502110, A2123502510,";ja
18-143270;"Drivaksel til Mercedes, Foran, Venstre";1010;Drivaksel;;ja
18-143280;"Drivaksel til Mercedes, Foran, Høyre";1010;Drivaksel;;ja
18-143290;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"2933300300, 2933300500, 2933300600, A2933300300, A2933300500, A2933306000,";ja
18-143300;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2933501100, A2933501100,";ja
18-143310;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"4703300400, A4703300400,";ja
18-143320;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"A1243508810, 1293504010, A1293504010, 1243503010, A1243503010, 1243502910, A1243502910, 1243508810,";ja
18-143350;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2013501810, 2013508010, 2023500002, A2013501810, A2013508010, A2023500002,";ja
18-143360;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"2013502410, 2013508110, 2023500102, A2013502410, A2013508110, A2023500102,";ja
18-143370;"Drivaksel til Mercedes, Foran, Venstre & Høyre";1010;Drivaksel;"4703300300, A4703300300, 391005XA0A,";ja
18-143381;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"A2043508123, 2043501810, A2043501810, 2043508123,";ja
18-143390;"Drivaksel til Mercedes, Bak, Venstre & Høyre";1010;Drivaksel;"A2223501405, 2223501405,";ja
18-151040;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8601100, 9122567, 91225672, 9163589,";ja
18-151041;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"5003845, 5003913, 6843203, 8111304, 8111306, 8111307, 8111309, 8601096, 8601098, 8601102, 8601462, 8643437, 91225672, 9122569, 9122569-8, 91225698, 9122833, 9122919, 9122921, 9163581, 9163585, 9163593, 9183785, 9601096,";ja
18-151051;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"825131, 8251531, 8601967, 8602189, P614079, T990712,";ja
18-151111;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"08252040, 30735129, 30783082, 36000518, 8252033, 8601853, 8602574, 8603789,";ja
18-151121;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30651740, 30681387, 30735888, 36051042, 8602527, 8602915, 8603311, 8603802, 8653579, P8653579,";ja
18-151131;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735276, 30735885, 36051041, 8601581, 8603801,";ja
18-151141;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735152, 30783086, 36000522, 8252038, 8601963, 8602583, 8603797, 8689219, 9480545,";ja
18-151151;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30783088, 31280867, 36000507, 36001215,";ja
18-151161;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251513, 8251517, 8251758, 8601395, 8601566, 8601573,";ja
18-151171;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735123, 30783087, 36000523, 8252039, 8601965, 8602585, 8603798, 8689221, 9445912, P9445912,";ja
18-151181;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30614075, 30620824, 8251546, 8601986, 8602286,";ja
18-151191;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251773, 8603788, 9181541,";ja
18-151201;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251775, 8601659, 8602586, 8603799, 8689222, 9470930,";ja
18-151211;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735348, 8251777, 8602587, 8603800,";ja
18-151221;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735134, 8251781, 8602567, 8603786, 8689203, 9181533,";ja
18-151231;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;8252033;ja
18-151251;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;30651584;ja
18-151261;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30614081, 30614410, 36050314, 8601984, 8602741, 86027414,";ja
18-151271;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30783089, 36000509, 36000937, 36001216,";ja
18-151281;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735564, 36000386, 36051044, 36051045, 8603436, 8603882,";ja
18-151291;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251527, 8251529, 8251536, 8601828, 8601830, 8601989, 8602132, 8602191, 8602289,";ja
18-151301;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251538, 8251545, 8602183, 8602194,";ja
18-151310;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31367150, 3600289,";ja
18-151320;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31256779, 31325288, 31367531, 36000159, 36000160, 36000364, 36000366, 36001232, 360026538, 36002654, 36011286, 36011288, 36011289, 36012359, 36012416, P31256779,";ja
18-151330;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8G9N3B437AA, 30783068, 36001019, 36002544, 50463394, 50643687, 8G9N3B437AA, P31367536,";ja
18-151340;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"AG9N3B437DA, 31216447, 31367537, 31492177, 36001069, 36011452, 36012417, 50520915, 50836938,";ja
18-151371;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251525, 8601553, 8601637,";ja
18-151381;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;8601637;ja
18-151391;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36000524, 8252040, 8603888, P30759007,";ja
18-151401;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"5003911, 8601102, 9122919,";ja
18-151411;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8601401, 8601573, 8602607,";ja
18-151420;"Drivaksel til Volvo, Ford, Foran, Venstre";1010;Drivaksel;"1465780, 6G92-3B437-CD, 7G9N-3B437-HA, 30651670, 30783201, 36000158, 36000363, 36011285, 6G9N3B437CD,";ja
18-151430;"Drivaksel til Volvo, Ford, Foran, Venstre";1010;Drivaksel;"1762530, 1798114, 7M51-3B437-CD, 31280667, 31280675, 31367539, 36001180, 36002447, 36011265,";ja
18-151441;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;8251546;ja
18-151451;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"8251760, 8601578, 8602609, 8689238, 9470934, P9470934,";ja
18-151460;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31259761, 31325101, 31367535, 36001403, 36012414, P31259761, 36002543, 36001020,";ja
18-151470;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36001813, 3601241,";ja
18-151501;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36000519, 8252034,";ja
18-151511;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;8251531;ja
18-151521;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30651438, 36051046, 8602531, 8603972, P30651438,";ja
18-151531;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36000505, 360005,";ja
18-151550;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31280679, 31280683, 31367540, 36000677, 36002126, 36011266,";ja
18-151560;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30711539, 30783207, 31259437, 36000365, 36002653, 36011293, 36050796,";ja
18-151570;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325852, 31437934, 36010126,";ja
18-151580;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325852, 31437934, 36010126,";ja
18-151590;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"AG91-3B437-AA, 31256095, 36001059, 50510864, AG913B437AA,";ja
18-151600;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325110, 3601005,";ja
18-151610;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31280669, 36000675, P31280669,";ja
18-151620;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31280681, 3600067,";ja
18-151630;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325690, 31325960, 36011350,";ja
18-151651;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30783094, 8252045, P30783094,";ja
18-151661;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30759010, 8252041, P30759010,";ja
18-151670;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"BG91-3B437-AA, 31259625, 31367153, 36001531, 36002892, P31259625,";ja
18-151690;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31272229, 36001461, 36050800,";ja
18-151700;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325850, 31437937, 36010175,";ja
18-151710;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325850, 31437937, 36010175,";ja
18-151760;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325116, 3601006,";ja
18-151770;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31367155, 31367541, 36011295,";ja
18-151780;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31256252, 3601129,";ja
18-151790;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31367904, 3601275,";ja
18-151810;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325691, 31325961, 36011351,";ja
18-151820;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30783203, 31256779, 31367530, 36002866, 36011288,";ja
18-151840;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30651672, 31325100, 31367533, 36000711, 36000981, 36001402, 36011291,";ja
18-151850;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30651672, 31325100, 31367533, 36000711, 36000981, 36001402, 36011291,";ja
18-151860;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31437065, 3601013,";ja
18-151871;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30735883, 36051043, 8603883, P30735883, P36051043,";ja
18-151880;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31280669, 36000675, P31280669,";ja
18-151890;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325701, 3601006,";ja
18-151900;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"30783169, 31112026, 36000444, 36000553, 8602517,";ja
18-151911;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;8251756;ja
18-151920;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325110, 3601005,";ja
18-151930;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36010054, 313251,";ja
18-151940;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"32240098, 32336217, 32339047, 36011542, 36011606, 36011800,";ja
18-151950;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"32240098, 32336217, 32339047, 36011542, 36011606, 36011800,";ja
18-151960;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36011772, 31325586, 36003149, 36010574, P31325586,";ja
18-151970;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36011772, 31325586, 36003149, 36010574, P31325586,";ja
18-151980;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31325699, 36010055, 50709468,";ja
18-151990;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31367194, 36012747, P31367194,";ja
18-152040;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"6843198, 8111303, 8601101, 9122568, 91225680, 9163588,";ja
18-152041;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"5003844, 5003914, 6843202, 8111305, 8111308, 8111310, 8601097, 8601099, 8601103, 86011038, 91225680, 9122570, 91225706, 9122833, 9122920, 9122921, 9163580, 9163584, 9163592,";ja
18-152051;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251530, 8251540, 8251543, 8601831, 8602133, 8602187, 8602192, P614084, T010703,";ja
18-152060;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"4N51-3B436-XG, 4N51-3B436-XH, RM4N51-3B436-XK, 30640878, 30741287, 30787781, 36000072, 36000182, 360001820, 36000446, 36000555, 36002452, 8603249, 86032497, 86032570, 8603815,";ja
18-152091;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735130, 30783096, 36000535, 8252052, 8601854, 8602575, 8602581, 8603791, 8603874, 8603974, 9181252,";ja
18-152111;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"08252056, 36000530, 360005300, 8252046, 8689211,";ja
18-152121;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30681388, 30735280, 30735889, 36051049, 8602530, 8602918, 8603313, 8603886, 86038866,";ja
18-152131;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30651437, 30735277, 30735886, 36051048, 8602528, 8603884, 8603885,";ja
18-152141;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30783102, 36000536, 360005367, 8252053, 8601962, 8601964, 8602582, 8602584, 8603875, 8603876,";ja
18-152151;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30783104, 31280870, 36000510, 36001217, 50634614,";ja
18-152161;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251514, 8251516, 8251518, 8251522, 8251759, 82517590, 8601396, 8601400, 8601402, 8601567, 8601570, 8601572, 8601574, 8601588, P9463756,";ja
18-152171;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735207, 30783101, 8252055, 86000537, 8601964, 8602584, 8603876, 8689220, 9183935, 9445913,";ja
18-152181;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30613682, 30614202, 30614706, 30620825, 8251547,";ja
18-152191;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251774, 8601391, 8602573, 8602841, 8603790, 9181540,";ja
18-152201;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251776, 8601524, 8602588, 8603877, 86038775, 9171416,";ja
18-152211;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735344, 8251778, 8601983, 8602589, 8603879, 8689226, 9207795,";ja
18-152221;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735136, 8251794, 8603805, 9181544,";ja
18-152231;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000531, 360005318, 8251783, 8252047, 8601888, 8602576, 8602661, 8603792, 8603878,";ja
18-152241;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735135, 8251782, 8601382, 8602568, 8603804, 8689204,";ja
18-152251;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30651585, 8601582, 8603437,";ja
18-152261;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30614082, 30614411, 36050315, 8601985, 8602742, 86027422,";ja
18-152281;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735563, 30759075, 36051053, 36051054, 8603437, 8603881,";ja
18-152291;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251526, 8251528, 8251533, 8251550, 8601829, 8601987, 8601991, 8602188, 8602287,";ja
18-152301;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30866289, 30890087, 8251539, 8251544, 8602184, 8602193,";ja
18-152310;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31367019, 31367149, 36001450, 36002144, 36002897,";ja
18-152320;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30711537, 30711540, 30783204, 30783208, 31259438, 31272549, 31272550, 31272551, 31325289, 31367546, 36000163, 36000164, 36000370, 36000372, 36001195, 36001459, 36002657, 36011298, 36011300, 36012409, 36012423, 36050790, 36050794, P31272550,";ja
18-152340;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"AG9N3B436DB, 31216448, 31367561, 36001071, 36011453, 36012424, 50566750, AG9N3B436DB, 31492178, 50836939,";ja
18-152351;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36051050, 8602689, 8602727, 8603312, 8603880,";ja
18-152371;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251520, 8601576, P9463762,";ja
18-152381;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251523, 8601589, P9463351,";ja
18-152391;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000243, 36000538, 8252056, 8603700, P30777065, P30783109,";ja
18-152401;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8111312, 8601228, 8601405,";ja
18-152411;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251519, 8601403, 8601575,";ja
18-152420;"Drivaksel til Volvo, Ford, Foran, Høyre";1010;Drivaksel;"1453070, 6G9N-3B436-CD, 6G9N3B436CE, 30651671, 30783202, 31272548, 31367543, 36000162, 36000368, 36001194, 36011296, 6G9N-3B436-CE, 6G9N3B436CD, P31272548,";ja
18-152430;"Drivaksel til Volvo, Ford, Foran, Høyre";1010;Drivaksel;"1759939, 1798103, 7M51-3B436-CD, 31280676, 31367627, 36001181, 36002448, 36012437,";ja
18-152441;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30614076, 30620826, 8251548, 8601988, 8602288,";ja
18-152451;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251761, 8601579, 8602610, 8689239, 9445904,";ja
18-152470;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30783075, 30783076, 31259851, 31316853, 31325574, 36001022, 36001063, 36001368, 36001814, 36011302, 36012421, 36012426, 36051319,";ja
18-152480;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30783178, 3600055,";ja
18-152490;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31216658, 36002669, P31216658,";ja
18-152501;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000534, 8252051, 8601889, 8602579, 8603873, 8689215, 9445913, P8689215,";ja
18-152511;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"8251532, 8601968,";ja
18-152521;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30651439, 36051055, 8602532, 8603977,";ja
18-152531;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000512, 3600051,";ja
18-152550;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31280677, 31280682, 36002061, 36002127, 36011269,";ja
18-152560;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30614483, 30783200, 31259439, 31272553, 31367549, 36000517, 36001202, 36002656, 36012411, 36012412, 6G9N-3B436-AD, P30783200,";ja
18-152570;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31437621, 32336203, 36010127, 36010221, 36011782,";ja
18-152580;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"32240323, 36012827, 50794568,";ja
18-152590;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"AG91-3B436-AA, 31256096, 31325762, 36001061, 36001972, 50510865, AG913B436AA,";ja
18-152600;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325111, 31437522, 36010059, 36010216,";ja
18-152610;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31280678, 36000681, P31280678,";ja
18-152620;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31280680, 3600206,";ja
18-152630;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325962, 31437517, 36011352, 36012678, P31437517,";ja
18-152641;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30783108, 36000515, 36001221, P30783108,";ja
18-152651;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;8252062;ja
18-152661;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30681081, 8252058, P30681081,";ja
18-152670;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"BG913B436AA, 31259623, 31367067, 36001532, 36002066, P31259623,";ja
18-152680;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36001021, 36001186, 36001399, 36012422, P31256309, 36051323, 31367557, 31325076,";ja
18-152690;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31272238, 36001449, P31272238,";ja
18-152700;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;36011791;ja
18-152710;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325851, 31437622, 31437938, 36010176, 36010222,";ja
18-152730;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"30735979, 36000452, 36000561, 8603261, 8603826,";ja
18-152740;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31216659, 3600267,";ja
18-152760;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325117, 31437521, 36010062, 36010215,";ja
18-152770;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31259624, 31367154, 31367584, 36001452, 36002895, 36012413,";ja
18-152780;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31256251, 31325761, 36011297,";ja
18-152790;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31367905, 3601275,";ja
18-152810;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325963, 31437518, 36011353, 36012679,";ja
18-152820;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31272552, 31367548, 36001196, 36011299, 6G9N-3B436-HE,";ja
18-152830;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325570, 36001875,";ja
18-152840;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000928, 36001187, 36001398, 36012425,";ja
18-152860;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31437066, 31437595, 36010140, 36010213,";ja
18-152871;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;8603887;ja
18-152880;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31280668, 36000680, P31280668,";ja
18-152890;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325702, 31437523, 36010217, 36011305,";ja
18-152900;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36000445, 36000554, 8602476,";ja
18-152911;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;8251757Â ,;ja
18-152920;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31437720, 3600313,";ja
18-152930;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31437520, 36010056, 50785570, 31325109, 36010214,";ja
18-152940;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"32240099, 32336220, 32339048, 36011571, 36012945,";ja
18-152950;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"32240100, 32240318, 32336200, 32339049, 36003115, 36011541, 36011607, 36012844, 36012943,";ja
18-152960;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325584, 36003151, P31325584,";ja
18-152980;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31325700, 36010057, 36010218,";ja
18-152990;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31367195, 36012748, P31367195,";ja
18-153010;"Drivaksel til Volvo, Bak, Venstre & Høyre";1010;Drivaksel;"30759249, 36000930, 8602597, 8603562, 8603625, P30651528, P31259503, T040527,";ja
18-153031;"Drivaksel til Volvo, Bak, Venstre & Høyre";1010;Drivaksel;"31367306, 31367306AA, 36002063, P31367306, P31367306AA, VEBJ87MBE150,";ja
18-153041;"Drivaksel til Volvo, Bak, Venstre & Høyre";1010;Drivaksel;"8603288, 8603452, 8603709, 8603919,";ja
